;MODEL;MODEL_INDEX;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY_FACTOR;PAST_HISTORY;BATCH_SIZE;EPOCHS;STEPS;OPTIMIZER;LEARNING_RATE;NORMALIZATION;TEST_TIME;TRAINING_TIME;mae_train;mae_test;LOSS;VAL_LOSS
483;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;15;15;32;20;33;Adam;0.001;minmax;0.0037646293640136;4.998644828796387;0.000156940132472;0.0001555631474607;[0.2372107207775116, 0.16035491228103638, 0.15740127861499786, 0.15333086252212524, 0.15020525455474854, 0.1427970975637436, 0.13533000648021698, 0.129232719540596, 0.12602496147155762, 0.12282415479421616, 0.11539764702320099, 0.1154547855257988, 0.1125619187951088, 0.11096259206533432, 0.11150272190570831, 0.10663284361362457, 0.10737800598144531, 0.10866261273622513, 0.10646874457597733, 0.11211689561605453];[0.2127748280763626, 0.22680892050266266, 0.1901826709508896, 0.17833350598812103, 0.1900305151939392, 0.16337627172470093, 0.1666167974472046, 0.13226842880249023, 0.16565054655075073, 0.10788749903440475, 0.11795274168252945, 0.11134248226881027, 0.10838667303323746, 0.1132122352719307, 0.11050267517566681, 0.10390568524599075, 0.10619843751192093, 0.109712153673172, 0.10137907415628433, 0.10170384496450424]
484;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;15;15;32;20;33;Adam;0.001;minmax;0.8529870510101318;6.638781309127808;0.0001433342979129;0.0001660312876412;[0.48567700386047363, 0.13222604990005493, 0.1259143054485321, 0.1170988529920578, 0.11363662034273148, 0.10941892862319946, 0.10626380890607834, 0.10325081646442413, 0.10481749475002289, 0.10031361877918243, 0.10177066177129745, 0.0995279997587204, 0.09853513538837433, 0.098298579454422, 0.09617021679878235, 0.09526202082633972, 0.09589111059904099, 0.09801124781370163, 0.0994303971529007, 0.09446141868829727];[0.17022420465946198, 0.12362854182720184, 0.11989547312259674, 0.11067554354667664, 0.10825320333242416, 0.10950542241334915, 0.10689864307641983, 0.10408385843038559, 0.10294979810714722, 0.11057259887456894, 0.11534053087234497, 0.10367479920387268, 0.10340873152017593, 0.10250626504421234, 0.10264232009649277, 0.10475200414657593, 0.1037243902683258, 0.1128237396478653, 0.10231372714042664, 0.10854768007993698]
485;mlp;0;{'hidden_layers': [32, 16, 8]};1;15;15;32;20;33;Adam;0.001;minmax;0.0010867118835449;1.7840511798858645;0.0001438709983717;0.0001437963155323;[0.190865159034729, 0.12681998312473297, 0.12003432214260101, 0.11224254220724106, 0.10718114674091339, 0.10691535472869873, 0.10540694743394852, 0.10160211473703384, 0.1057581678032875, 0.10208287090063095, 0.1001005619764328, 0.09941854327917099, 0.09855472296476364, 0.10611314326524734, 0.10346557945013046, 0.09823526442050934, 0.09672153741121292, 0.10041077435016632, 0.0971849337220192, 0.09941885620355606];[0.12269466370344162, 0.11738716810941696, 0.12870526313781738, 0.11216793954372406, 0.10711238533258438, 0.11396507918834686, 0.10703564435243607, 0.14852362871170044, 0.11821085959672928, 0.09987866878509521, 0.10845181345939636, 0.09997893869876862, 0.10201151669025421, 0.11155626177787781, 0.10264270752668381, 0.09680090844631195, 0.12794986367225647, 0.10050828754901886, 0.10993225872516632, 0.09401094913482666]
486;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;15;15;32;20;33;Adam;0.01;minmax;0.0020580291748046;3.765408515930176;0.0001415509708636;0.0001609043814672;[0.18015265464782715, 0.11438917368650436, 0.10337968170642853, 0.10888700932264328, 0.10007326304912567, 0.10106539726257324, 0.09535813331604004, 0.09768153727054596, 0.09536649286746979, 0.09473772346973419, 0.09738264977931976, 0.10147014260292053, 0.09682577103376389, 0.09386929869651794, 0.09469044208526611, 0.09390605241060257, 0.09489703178405762, 0.09364321082830429, 0.09483005851507187, 0.09674352407455444];[0.1392635554075241, 0.10669542104005814, 0.12523430585861206, 0.10150935500860214, 0.11124598234891891, 0.09598332643508911, 0.09422651678323746, 0.1006908118724823, 0.09494243562221527, 0.0928323045372963, 0.1111360490322113, 0.12219331413507462, 0.093838170170784, 0.11854361742734909, 0.09391442686319351, 0.09196985512971878, 0.11814550310373306, 0.09374202787876129, 0.09277287870645523, 0.10519582778215408]
487;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;15;15;32;20;33;Adam;0.01;minmax;0.0020191669464111;3.7425055503845215;0.0001518484138454;0.0001735962029393;[0.17178350687026978, 0.11580679565668106, 0.10925064980983734, 0.10361319035291672, 0.10368631035089493, 0.10046359896659851, 0.10152304172515869, 0.10590866953134537, 0.09960434585809708, 0.10019251704216003, 0.10122010111808777, 0.099678635597229, 0.10387995094060898, 0.09488099813461304, 0.1021200492978096, 0.10124510526657104, 0.09620887786149979, 0.09358083456754684, 0.09305036067962646, 0.09831737726926804];[0.1196431815624237, 0.1042461022734642, 0.10000959038734436, 0.13759401440620422, 0.10001863539218903, 0.11990144848823547, 0.14775653183460236, 0.09654541313648224, 0.0979064404964447, 0.09618008136749268, 0.10304287821054459, 0.12827524542808533, 0.10441078245639801, 0.13107255101203918, 0.10598890483379364, 0.10776280611753464, 0.0969923883676529, 0.0983479768037796, 0.1076497733592987, 0.11349347978830338]
488;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;15;15;32;20;33;Adam;0.01;minmax;0.0037484169006347;4.9262542724609375;0.0001811948833189;0.0001641319738831;[0.18871372938156128, 0.1302163302898407, 0.12216262519359589, 0.10571710765361786, 0.10186231881380081, 0.10393749177455902, 0.09909416735172272, 0.09617823362350464, 0.1057753711938858, 0.09939254075288773, 0.10018143057823181, 0.1037239283323288, 0.09646351635456085, 0.09744474291801453, 0.09471581131219864, 0.0977262333035469, 0.09714474529027939, 0.0926455408334732, 0.0948319286108017, 0.09343796223402023];[0.13965608179569244, 0.11591190099716187, 0.12781363725662231, 0.10996607691049576, 0.10213048756122589, 0.09539248794317245, 0.09641282260417938, 0.12347995489835739, 0.0950414389371872, 0.10850881785154343, 0.11874920129776001, 0.09882482141256332, 0.10553514957427979, 0.09681981056928635, 0.15434576570987701, 0.10012199729681015, 0.10174939781427383, 0.09370449185371399, 0.09460519999265671, 0.10730595141649246]
489;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;15;15;32;20;33;Adam;0.01;minmax;0.0035061836242675;5.658057451248169;0.000137679529018;0.0001504541792044;[0.18596023321151733, 0.15243490040302277, 0.14014367759227753, 0.11765030771493912, 0.11370234191417694, 0.10391875356435776, 0.10510627925395966, 0.10550533980131149, 0.1016567051410675, 0.10298841446638107, 0.09924033284187317, 0.10344347357749939, 0.09798292070627213, 0.09764991700649261, 0.09459835290908813, 0.09731363505125046, 0.0993541032075882, 0.10003828257322311, 0.09701858460903168, 0.09420572966337204];[0.20177866518497467, 0.20805537700653076, 0.10645189881324768, 0.1290021687746048, 0.10520964860916138, 0.09543395042419434, 0.11444062739610672, 0.0977371484041214, 0.09616121649742126, 0.0980890542268753, 0.11785630136728287, 0.09608729183673859, 0.11377217620611191, 0.09656243771314621, 0.09332435578107834, 0.096888966858387, 0.15649081766605377, 0.0998556986451149, 0.0972619578242302, 0.0983637198805809]
490;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;15;15;32;20;33;Adam;0.01;minmax;0.8457667827606201;6.7197816371917725;0.0001394547853376;0.0001519253603707;[0.18793560564517975, 0.12523804605007172, 0.11248404532670975, 0.10397357493638992, 0.10257411748170853, 0.10191475600004196, 0.09984464198350906, 0.09898560494184494, 0.0981072410941124, 0.10018348693847656, 0.0987352803349495, 0.09455986320972443, 0.09358888119459152, 0.09449319541454315, 0.100253164768219, 0.09785263985395432, 0.09460747987031937, 0.09443052113056183, 0.09365575015544891, 0.09591900557279587];[0.11430411040782928, 0.1108134537935257, 0.10667423158884048, 0.10615645349025726, 0.10317660868167877, 0.12437188625335693, 0.11722031235694885, 0.10258195549249649, 0.09834672510623932, 0.09812130033969879, 0.10369735211133957, 0.10751741379499435, 0.0977729856967926, 0.10579343885183334, 0.09716930985450745, 0.09359513968229294, 0.10412108898162842, 0.09740281850099564, 0.12070976942777634, 0.09932553768157959]
491;mlp;0;{'hidden_layers': [32, 16, 8]};1;15;15;32;20;33;Adam;0.01;minmax;0.0011279582977294;1.762669324874878;0.0002256702850206;0.0002657360311139;[0.2843327820301056, 0.11564403027296066, 0.1055237278342247, 0.11075723171234131, 0.10808215290307999, 0.10931354761123657, 0.11229868233203888, 0.11573250591754913, 0.0999821200966835, 0.10283683985471725, 0.10535889118909836, 0.09965410828590393, 0.09958933293819427, 0.10294663906097412, 0.10152188688516617, 0.09943704307079315, 0.0976642593741417, 0.0945689007639885, 0.09655512869358063, 0.10352528840303421];[0.12571360170841217, 0.11428142338991165, 0.10770776867866516, 0.10355684906244278, 0.11428282409906387, 0.2119070589542389, 0.12363796681165695, 0.10208872705698013, 0.10014335066080093, 0.09602443128824234, 0.13383658230304718, 0.09737668931484222, 0.09521833062171936, 0.09806957095861435, 0.1072687953710556, 0.1295931041240692, 0.10364282131195068, 0.10883239656686783, 0.09721209108829498, 0.17373250424861908]
492;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;15;15;64;20;17;Adam;0.001;minmax;0.0020036697387695;3.32310152053833;0.0001497492451745;0.00014789638344;[0.2826860845088959, 0.18058626353740692, 0.15757226943969727, 0.144228994846344, 0.13144773244857788, 0.123805470764637, 0.11929725110530853, 0.11574944853782654, 0.11313118040561676, 0.1117381677031517, 0.10891934484243393, 0.10639403015375137, 0.10577697306871414, 0.10310674458742142, 0.10323400795459747, 0.10215170681476593, 0.10088256001472473, 0.09946313500404358, 0.09960735589265823, 0.10038726776838303];[0.1928650140762329, 0.227115660905838, 0.18704576790332794, 0.1623542308807373, 0.12219319492578506, 0.1229068785905838, 0.11762038618326187, 0.11388900130987167, 0.11219310015439987, 0.11193757504224777, 0.10700710862874985, 0.10381605476140976, 0.10141847282648087, 0.10316922515630722, 0.10089649260044098, 0.09869207441806793, 0.09943711012601852, 0.09858735650777817, 0.09991374611854553, 0.09669147431850433]
493;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;15;15;64;20;17;Adam;0.001;minmax;0.0020115375518798;3.2957894802093506;0.0001543756785761;0.0001644959063166;[0.2183476686477661, 0.1568554937839508, 0.14908094704151154, 0.14469391107559204, 0.14139117300510406, 0.13491570949554443, 0.129226952791214, 0.12149785459041595, 0.1250409483909607, 0.11768519133329391, 0.11362725496292114, 0.10697702318429947, 0.10518355667591095, 0.10586384683847427, 0.1048157587647438, 0.10257060080766678, 0.10177304595708847, 0.10219095647335052, 0.10099983215332031, 0.10020303726196289];[0.1366303563117981, 0.21155892312526703, 0.1730365753173828, 0.17897851765155792, 0.16707730293273926, 0.16618657112121582, 0.1403372883796692, 0.11084175109863281, 0.10857143998146057, 0.10785599052906036, 0.10420672595500946, 0.1023128479719162, 0.10335320234298706, 0.10882379114627838, 0.10025288164615631, 0.09960617870092392, 0.09880578517913818, 0.09844668209552765, 0.09822309017181396, 0.10754389315843582]
494;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;15;15;64;20;17;Adam;0.001;minmax;0.0035974979400634;4.315528631210327;0.0001596537665712;0.0001622652957573;[0.34877848625183105, 0.1722276657819748, 0.15931250154972076, 0.15104205906391144, 0.14722445607185364, 0.14317382872104645, 0.13920319080352783, 0.13208074867725372, 0.12900157272815704, 0.11934773623943329, 0.11492200940847397, 0.11164820939302444, 0.1104755774140358, 0.11932078003883362, 0.10985098034143448, 0.11169116199016571, 0.11088453978300095, 0.10579024255275726, 0.10569081455469131, 0.10525572299957275];[0.24732698500156403, 0.1946439892053604, 0.18567422032356262, 0.18652011454105377, 0.17867837846279144, 0.17337635159492493, 0.13695932924747467, 0.1829678863286972, 0.1376844197511673, 0.12285565584897995, 0.1116165816783905, 0.10892845690250397, 0.10759174078702927, 0.10675478726625443, 0.10610395669937134, 0.11355721205472946, 0.10885502398014069, 0.10708461701869965, 0.10464369505643845, 0.10608556866645813]
495;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;15;15;64;20;17;Adam;0.001;minmax;0.0034875869750976;4.326539754867554;0.0001691468867462;0.0001671054125419;[0.25690957903862, 0.16467398405075073, 0.15520958602428436, 0.1533186137676239, 0.15195849537849426, 0.1511639654636383, 0.15055982768535614, 0.14690889418125153, 0.14366582036018372, 0.14085382223129272, 0.14015579223632812, 0.13698545098304749, 0.13284043967723846, 0.1324971467256546, 0.1267019510269165, 0.12591075897216797, 0.12099387496709824, 0.12189054489135742, 0.1145765632390976, 0.11440437287092209];[0.1445600986480713, 0.23190559446811676, 0.20131711661815643, 0.20776626467704773, 0.1717863827943802, 0.18056057393550873, 0.22522887587547302, 0.1904601901769638, 0.17602260410785675, 0.19787585735321045, 0.20290929079055786, 0.16208961606025696, 0.17650438845157623, 0.1832529455423355, 0.1612270176410675, 0.14301550388336182, 0.11103232204914093, 0.1133163720369339, 0.12045292556285858, 0.10924993455410004]
496;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;15;15;64;20;17;Adam;0.001;minmax;0.8517358303070068;6.456762790679932;0.0001460629103923;0.0001647208150549;[0.16414889693260193, 0.13479173183441162, 0.124607615172863, 0.11719301342964172, 0.11448624730110168, 0.1121990755200386, 0.11124944686889648, 0.10723964869976044, 0.10687920451164246, 0.10929921269416809, 0.10476229339838028, 0.10726143419742584, 0.10386239737272263, 0.10488833487033844, 0.1011832058429718, 0.10401751101016998, 0.09907834976911545, 0.0995975211262703, 0.09684794396162033, 0.09594672918319702];[0.16553953289985657, 0.1314106285572052, 0.12312941998243332, 0.12013116478919983, 0.11730063706636429, 0.11629215627908707, 0.11977921426296234, 0.11585736274719238, 0.11627521365880966, 0.11443296819925308, 0.11167323589324951, 0.11124851554632187, 0.11062967777252197, 0.11000377684831619, 0.11477451771497726, 0.10952916741371155, 0.10816618800163269, 0.11099345237016678, 0.10742668062448502, 0.10769093781709671]
497;mlp;0;{'hidden_layers': [32, 16, 8]};1;15;15;64;20;17;Adam;0.001;minmax;0.0010948181152343;1.4377837181091309;0.0001766180969354;0.0002207329403292;[0.23568260669708252, 0.16367292404174805, 0.1301538497209549, 0.13136442005634308, 0.12870359420776367, 0.12348645180463791, 0.11925075203180313, 0.11236143857240677, 0.12224551290273666, 0.11286236345767975, 0.11486762017011642, 0.1313779503107071, 0.1059894859790802, 0.1073698103427887, 0.10412758588790894, 0.10056962072849274, 0.10357721894979477, 0.1026388481259346, 0.10282290726900101, 0.10217706114053726];[0.18326178193092346, 0.1341824233531952, 0.11614275723695755, 0.13290202617645264, 0.12944461405277252, 0.10571260005235672, 0.10545981675386429, 0.1490945965051651, 0.11304359138011932, 0.12532097101211548, 0.12647348642349243, 0.10234110057353973, 0.11447678506374359, 0.10049458593130112, 0.10169453173875809, 0.0959630236029625, 0.09553153812885284, 0.09767598658800125, 0.10145681351423264, 0.14431044459342957]
498;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;15;15;64;20;17;Adam;0.01;minmax;0.002169132232666;3.314905405044556;0.0001389664326973;0.0001445466137453;[0.17418304085731506, 0.12594760954380035, 0.12004011869430542, 0.10523627698421478, 0.11097771674394608, 0.1029902920126915, 0.09672899544239044, 0.11335692554712296, 0.10602211207151413, 0.09576393663883209, 0.1011023223400116, 0.09511608630418777, 0.09850206226110458, 0.09919425845146179, 0.09654217958450317, 0.09402082860469818, 0.09465426206588745, 0.09377992153167725, 0.09242789447307587, 0.09509331732988358];[0.11778362840414047, 0.13626854121685028, 0.11127708852291107, 0.11551953107118607, 0.1231839507818222, 0.10032600909471512, 0.1371026486158371, 0.13838617503643036, 0.09816126525402069, 0.09901000559329987, 0.0983734205365181, 0.10103292018175125, 0.11034974455833435, 0.094598188996315, 0.09515392035245895, 0.10113880783319473, 0.10246241837739944, 0.11046118289232254, 0.0944485068321228, 0.09450148046016693]
499;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;15;15;64;20;17;Adam;0.01;minmax;0.0022585391998291;3.3280551433563232;0.0001658807097108;0.0001898473212962;[0.22729723155498505, 0.15624362230300903, 0.13655181229114532, 0.11619815975427628, 0.11153420805931091, 0.10837247967720032, 0.10531437397003174, 0.1062157154083252, 0.10384371876716614, 0.1009722650051117, 0.09841109812259674, 0.10308593511581421, 0.10127165913581848, 0.09881404787302017, 0.10495045781135559, 0.09984839707612991, 0.10393232107162476, 0.10067437589168549, 0.10465173423290253, 0.09804259240627289];[0.16468369960784912, 0.13566413521766663, 0.11409789323806763, 0.11360535770654678, 0.10548631846904755, 0.10279299318790436, 0.12322785705327988, 0.10048320889472961, 0.10368870943784714, 0.09759704768657684, 0.1135377511382103, 0.10131838917732239, 0.09668036550283432, 0.10012797266244888, 0.09992018342018127, 0.10897138714790344, 0.09559126943349838, 0.09631668031215668, 0.09837225079536438, 0.12411808967590332]
500;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;15;15;64;20;17;Adam;0.01;minmax;0.0034749507904052;4.316386699676514;0.0001417042917435;0.0001474649015318;[0.22280658781528473, 0.15127116441726685, 0.15103058516979218, 0.13690434396266937, 0.11243682354688644, 0.11139103025197983, 0.11008981615304947, 0.10475520044565201, 0.10708507150411606, 0.10282380133867264, 0.10097280144691467, 0.10460411012172699, 0.10053279995918274, 0.10263501852750778, 0.10078562051057816, 0.0965404212474823, 0.09913279861211777, 0.10136596113443375, 0.09982778877019882, 0.0946626216173172];[0.12663623690605164, 0.15772923827171326, 0.1976294219493866, 0.12673869729042053, 0.11155730485916138, 0.10874079912900925, 0.1197459027171135, 0.11953597515821457, 0.11089981347322464, 0.10404187440872192, 0.10628166794776917, 0.09739474952220917, 0.1165657490491867, 0.097270168364048, 0.09765087068080902, 0.10371816158294678, 0.09691840410232544, 0.10403557121753693, 0.1050061509013176, 0.0964093878865242]
501;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;15;15;64;20;17;Adam;0.01;minmax;0.0035200119018554;4.323397636413574;0.0001501008817308;0.0001471569172042;[0.21196125447750092, 0.1538187861442566, 0.15700668096542358, 0.14633063971996307, 0.13264714181423187, 0.14121124148368835, 0.1141294315457344, 0.11598403751850128, 0.1102088913321495, 0.10521091520786285, 0.11885230243206024, 0.10749892145395279, 0.09904441982507706, 0.10324058681726456, 0.10015953332185745, 0.11993918567895889, 0.0986139252781868, 0.09672589600086212, 0.09982246905565262, 0.10632848739624023];[0.18431785702705383, 0.22036466002464294, 0.15449360013008118, 0.14280323684215546, 0.14192591607570648, 0.1066519096493721, 0.13036182522773743, 0.10693283379077911, 0.10748410224914551, 0.1147681176662445, 0.10469131171703339, 0.09738923609256744, 0.09832940250635147, 0.09571275115013123, 0.1470356583595276, 0.09587082266807556, 0.0938103199005127, 0.10147158056497574, 0.09387972950935364, 0.09620802849531174]
502;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;15;15;64;20;17;Adam;0.01;minmax;0.8614754676818848;6.417470455169678;0.0001587014682371;0.0001520094260102;[0.35777291655540466, 0.14893463253974915, 0.13386806845664978, 0.11945859342813492, 0.10886988043785095, 0.11464682966470718, 0.10473335534334183, 0.1079973429441452, 0.11016663163900375, 0.10530940443277359, 0.10525347292423248, 0.09843719005584717, 0.1147928312420845, 0.10159941762685776, 0.09925031661987305, 0.09890171885490417, 0.09468681365251541, 0.09835685044527054, 0.09931052476167679, 0.09635642915964127];[0.13922585546970367, 0.1298612356185913, 0.13099448382854462, 0.11494956165552139, 0.11305389553308487, 0.10661660134792328, 0.10367240756750107, 0.12654976546764374, 0.11102814972400665, 0.09907706081867218, 0.10458208620548248, 0.12871654331684113, 0.09920777380466461, 0.09712549299001694, 0.09739004820585251, 0.10085951536893845, 0.10145556181669235, 0.09629791975021362, 0.09950510412454605, 0.0993804931640625]
503;mlp;0;{'hidden_layers': [32, 16, 8]};1;15;15;64;20;17;Adam;0.01;minmax;0.0011532306671142;1.4579250812530518;0.0001480480650144;0.0001491684475555;[0.9180537462234497, 0.1633603572845459, 0.11341162025928497, 0.1071586012840271, 0.11724227666854858, 0.1104097068309784, 0.10788258910179138, 0.10482246428728104, 0.10589524358510971, 0.12018579989671707, 0.10040290653705597, 0.10396023094654083, 0.12158090621232986, 0.09871120750904083, 0.10320615768432617, 0.105832040309906, 0.09919016063213348, 0.09914657473564148, 0.09934143722057343, 0.1121922954916954];[0.1276274025440216, 0.11670571565628052, 0.1108965128660202, 0.17699258029460907, 0.13896282017230988, 0.1230483278632164, 0.10529807209968567, 0.10536772012710571, 0.18130742013454437, 0.10682465881109238, 0.10294240713119507, 0.10808601975440979, 0.12096582353115082, 0.10411377251148224, 0.1231803223490715, 0.09959544986486435, 0.09479279071092606, 0.09874758124351501, 0.12501633167266846, 0.09752312302589417]
504;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;30;30;32;20;32;Adam;0.001;minmax;0.0020625591278076;3.7241458892822266;0.0001548477220707;0.0001491116240657;[0.16968968510627747, 0.1264941394329071, 0.12050548195838928, 0.11717098206281662, 0.115849070250988, 0.11050724238157272, 0.10906647890806198, 0.10564665496349335, 0.10412557423114777, 0.10483061522245407, 0.10181919485330582, 0.09979154914617538, 0.10196836292743683, 0.09839355200529099, 0.0997353121638298, 0.09547640383243561, 0.0948595479130745, 0.0959249883890152, 0.09462238103151321, 0.09546846896409988];[0.15157398581504822, 0.12174183875322342, 0.11781390011310577, 0.11489247530698776, 0.11045694351196289, 0.10957281291484833, 0.10859169811010361, 0.10314229130744934, 0.11212372034788132, 0.09963501989841461, 0.10344088822603226, 0.10683203488588333, 0.09687825292348862, 0.09551671892404556, 0.09493875503540039, 0.09444303810596466, 0.09329915791749954, 0.09529309719800949, 0.10538401454687119, 0.09748613089323044]
